Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
665723,2019-10-11 01:49:50,30238755902988,fraud_Emard Inc,gas_transport,47.32,Danielle,Yu,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,1976-01-02,767b2384add2bd33e52638b53834dc30,1349920190,29.988521,-96.913347,0
387492,2019-06-26 18:28:29,4344955088481397,fraud_Terry Ltd,home,73.38,Christopher,Rodgers,M,30587 Fox Shores Apt. 627,Fenelton,PA,16034,40.8555,-79.7372,2054,Communications engineer,1976-09-29,f97188ff78147b89b4d27426704161ac,1340735309,41.230447,-79.374204,0
1103420,2020-04-04 11:01:37,180056173248083,fraud_Jaskolski-Dibbert,grocery_net,71.04,Larry,Warner,M,145 Jeffrey Key Suite 668,Lakeview,MI,48850,43.4269,-85.2924,4474,Emergency planning/management officer,1976-01-15,955aac84782a82467d0c2366e38517c7,1365073297,42.569583,-86.27363199999999,0
895489,2019-12-25 17:10:24,3575540972310993,fraud_Beier and Sons,home,50.72,Rachel,Villarreal,F,250 Carrie Throughway,University,MS,38677,34.3396,-89.5736,4198,Curator,2001-06-22,26f937562665cce14504f44540ca5547,1356455424,34.475016,-88.769504,0
453375,2019-07-20 14:21:57,4874017206859125,"fraud_Hills, Hegmann and Schaefer",health_fitness,74.18,Lauren,Williams,F,065 Jones Stravenue,Lake Oswego,OR,97034,45.4093,-122.6847,42817,Planning and development surveyor,1982-05-28,d6700803a4d71f6a373fcbc27e038485,1342794117,45.8377,-122.557381,0
829892,2019-12-10 17:49:26,4400011257587661852,fraud_Wiza LLC,misc_pos,55.62,Marissa,Powell,F,474 Allen Haven,North Loup,NE,68859,41.4972,-98.7858,509,"Nurse, children's",1980-09-15,8afe4aa84137a9f85f4da8f2e30f0cae,1355161766,42.228489,-99.340149,0
699209,2019-10-25 23:36:00,4560395181594436016,fraud_Labadie LLC,personal_care,115.2,Angela,Taylor,F,6343 Ramirez Skyway Apt. 518,Lakeport,CA,95453,39.047,-122.9328,11256,Podiatrist,1972-10-18,88a9a0a57e37f0b8a1f3fcd59b5fa4eb,1351208160,38.98529,-122.251907,0
575856,2019-09-01 13:13:42,30242921189660,"fraud_Schaefer, Fay and Hilll",entertainment,4.19,Dalton,Jones,M,3304 Hernandez Run,Afton,MI,49705,45.3637,-84.4695,937,Technical brewer,1958-04-06,81512adae8f72d8183366a4aa221a287,1346505222,45.062122,-85.282714,0
1251793,2020-06-05 12:03:33,3518758680062249,fraud_Kihn-Schuster,food_dining,14.54,Antonio,Koch,M,8738 Richard Brooks,Moab,UT,84532,38.5677,-109.5271,9772,Location manager,1989-11-24,589a8d15492460ada5ff565a55f4afc1,1370433813,39.149267,-110.093465,0
297615,2019-05-25 23:46:29,3500969075198072,"fraud_Medhurst, Labadie and Gottlieb",travel,6.92,Kenneth,Sanchez,M,0110 Ashley Forest,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,1999-05-31,acfa281fe3d4ca884b7cde8f23fd19ed,1337989589,48.108062,-117.656027,0
617445,2019-09-19 19:26:55,345933964507467,fraud_Rau-Robel,kids_pets,99.47,Carol,Dillon,F,27479 Reeves Dale,Whaleyville,MD,21872,38.4121,-75.2811,718,Regulatory affairs officer,1985-03-19,1a5dc461bbcd2f4bc760024aec227d94,1348082815,38.271607,-74.576973,0
685146,2019-10-19 17:29:09,180031190491743,"fraud_Zboncak, Rowe and Murazik",shopping_net,254.29,Becky,Mckinney,F,250 Benjamin Hill Apt. 026,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",1972-01-05,285a73de6c5f4fec37066be2d0997fd2,1350667749,29.869037,-88.188848,0
103033,2019-03-01 10:10:18,375974680629816,fraud_Parisian and Sons,gas_transport,43.28,Roberta,Mccarthy,F,94431 Matthew Mall Suite 296,Plymouth,CT,6782,41.6611,-73.0449,2376,Herpetologist,1973-04-06,8995b13bc3df06d046fb5db4916d211d,1330596618,41.819445,-73.45971800000001,0
769488,2019-11-25 10:39:21,4708992452821239,fraud_Kiehn-Emmerich,grocery_pos,127.07,Jared,Walters,M,3326 Hannah Fords,Cord,AR,72524,35.8184,-91.3375,376,"Designer, ceramics/pottery",1938-09-08,e3176b574e1ef77866bdf2ab3871310b,1353839961,36.075696,-90.765919,0
190489,2019-04-08 11:36:00,38588538868506,fraud_Rodriguez Group,gas_transport,71.38,Jacqueline,Curry,F,3047 Jeff Place,Marathon,TX,79842,30.1886,-103.2214,498,Lexicographer,1990-11-23,ab3226b165197e9a174c99882e10991c,1333884960,29.293629,-103.533878,0
700509,2019-10-26 13:04:53,4683520018489354,fraud_Eichmann-Kilback,home,58.89,Charles,Carrillo,M,17547 Stephen Turnpike Apt. 846,Hawthorne,CA,90250,33.9143,-118.3493,93193,"Editor, magazine features",1995-04-19,dbe12a698ec77be741f39f7e1be429a2,1351256693,33.070928,-118.54436499999998,0
791911,2019-12-02 09:21:06,4861310130652566408,fraud_Koss and Sons,gas_transport,77.4,Ashley,Cruz,F,65417 Walsh Radial Suite 691,Saint Amant,LA,70774,30.2385,-90.8435,10076,"Surveyor, rural practice",1977-12-16,3eca237ac843bb5f74e1ff74e0a4a3c2,1354440066,30.736426,-91.74026,0
1173339,2020-05-04 20:05:28,3589255887819806,fraud_Wilkinson Ltd,entertainment,342.44,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,ba9711abec7f08265845b285df1a100d,1367697928,40.047924,-78.071023,0
619961,2019-09-21 02:39:46,213141712584544,fraud_Halvorson Group,misc_pos,55.33,Margaret,Curtis,F,742 Oneill Shore,Florence,MS,39073,32.153,-90.1217,19685,Fine artist,1984-12-24,bb70467ffa84717076f0a5dcef1f1567,1348195186,32.745186,-91.0659,0
304761,2019-05-27 20:52:08,3526826139003047,"fraud_McDermott, Osinski and Morar",home,104.51,Nathan,Massey,M,5783 Evan Roads Apt. 465,Falmouth,MI,49632,44.2529,-85.01700000000001,1126,Furniture designer,1955-07-06,4c22cb9355eaffedd28b3e5307be0f70,1338151928,44.662231,-85.592846,0
35103,2019-01-21 16:27:12,3551217896304745,"fraud_Watsica, Haag and Considine",shopping_pos,9.09,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,1976-10-09,1d9ed2c7724a822910e9d8e128c1adce,1327163232,43.746045,-74.255255,0
1101577,2020-04-03 11:19:10,3587044315915002,fraud_Ledner-Pfannerstill,gas_transport,71.84,Christian,Roman,M,495 Fisher Throughway,Grand Junction,TN,38039,35.0659,-89.1534,1804,Clothing/textile technologist,1974-10-15,75dcc0ae9d14b2fd2e2bdb46842cb56c,1364987950,34.721998,-88.905348,0
499089,2019-08-05 02:53:32,377895991033232,"fraud_Schumm, McLaughlin and Carter",food_dining,102.77,Kimberly,Myers,F,6881 King Isle Suite 228,Higganum,CT,6441,41.4682,-72.5751,5438,"Librarian, academic",1964-11-17,88b9a2d4d7f43e5b18f1d5cef3830f7b,1344135212,40.645253,-72.182282,0
452119,2019-07-20 04:03:22,213195754007681,"fraud_Towne, Greenholt and Koepp",shopping_net,4.69,Zachary,Allen,M,69252 Oconnor Alley Apt. 153,Ollie,IA,52576,41.2001,-92.1354,568,Commercial horticulturist,1969-07-24,ed365625db8a64cc2abb06046b0504db,1342757002,40.302603000000005,-91.609578,0
219886,2019-04-21 17:52:33,180084695172649,fraud_Berge-Hills,kids_pets,122.48,Holly,Mann,F,7644 Joseph Fields,Nokomis,IL,62075,39.3036,-89.2853,3458,Building surveyor,1985-12-08,aae7de696c70416ec4289b69c604baa0,1335030753,40.014556,-89.20042099999999,0
329328,2019-06-06 05:12:27,4149238353975790,fraud_Pacocha-O'Reilly,grocery_pos,104.92,Tanner,Carroll,M,494 Burke Ports,Cokeburg,PA,15324,40.1008,-80.0652,632,Dealer,1989-04-08,89921748bec6a8f1e85ed6ded1e3efcf,1338959547,40.247775,-79.238089,0
1066121,2020-03-18 04:21:08,5559857416065248,fraud_Rempel PLC,grocery_net,66.94,Jack,Hill,M,5916 Susan Bridge Apt. 939,Grenada,CA,96038,41.6125,-122.5258,589,Systems analyst,1945-12-21,b73814af9695c4b239b8074a904b0779,1363580468,41.590476,-122.489739,0
947706,2020-01-13 23:00:23,4904681492230012,fraud_Schmidt-Larkin,home,85.0,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,1990-10-19,1216660defa792a944842852246e6e68,1358118023,41.16674,-73.566108,0
916251,2019-12-30 01:43:51,370348764075623,"fraud_Nitzsche, Kessler and Wolff",shopping_pos,53.25,Christopher,Gomez,M,950 Dunn Squares,Tickfaw,LA,70466,30.5668,-90.482,8512,"Accountant, chartered public finance",1951-09-03,9205071649ddbb2c605f1de6be31bdf4,1356831831,29.925495,-90.429578,0
4325,2019-01-03 16:56:01,4570636521433188,"fraud_Reichert, Rowe and Mraz",shopping_net,3.05,Christine,Leblanc,F,5097 Jodi Vista Suite 811,Deltona,FL,32725,28.8989,-81.2473,88735,Commercial horticulturist,1988-04-09,cfd94ede074b574278d5a43baad07388,1325609761,28.746165,-81.82232900000001,0
1279864,2020-06-15 08:26:55,4181833256558613886,fraud_Schmitt Inc,gas_transport,102.79,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,7a4043f4b11edb285b2662b24f3394dc,1371284815,36.345241,-106.082903,0
439614,2019-07-15 01:37:02,4658490815480264,fraud_Wiegand-Lowe,grocery_net,51.25,Tara,Richards,F,4879 Cristina Station,Keisterville,PA,15449,39.9636,-79.7853,184,Systems developer,1945-11-04,de1df1ad3ee17f98c94a76ddbc7a29ef,1342316222,40.320843,-79.73005699999999,0
859338,2019-12-16 23:53:09,4446368897795790,fraud_Lynch-Wisozk,home,78.1,Ryan,Joseph,M,8850 Jessica Center,Atlantic,VA,23303,37.9073,-75.5089,741,"Geologist, engineering",1986-08-17,ee3f9f8374ffd73875cacf691c7182d3,1355701989,37.108836,-75.776165,0
1095723,2020-03-31 10:55:14,4223708906367574214,"fraud_Tromp, Kerluke and Glover",grocery_net,54.59,Adam,Riddle,M,27718 Mason Bypass,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,1974-05-30,0829e76e5885b956786a503a5e43c9c6,1364727314,39.163967,-84.432126,0
337207,2019-06-09 01:37:02,6554245334757802,"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,9.04,Monique,Robinson,F,07712 Marcus Divide Apt. 831,Laguna Hills,CA,92637,33.615,-117.7114,45303,Sales executive,1969-12-22,b42cbbcbecfa964a6ae586a4a6fedb77,1339205822,34.596657,-118.331154,0
106299,2019-03-02 19:46:06,345832460465610,fraud_Jakubowski Inc,home,110.71,Jason,Mcmahon,M,6385 Donald Square Suite 429,Springfield,VA,22151,38.8029,-77.2116,104396,Production engineer,1950-11-20,7c0790323a4f385a64f553433473a7a3,1330717566,39.315736,-77.802054,0
225884,2019-04-24 07:28:41,4063094974360571498,fraud_Ankunding LLC,shopping_net,26.82,Patricia,Mendoza,F,1683 Davidson Freeway,Mendon,UT,84325,41.71,-111.9817,2078,"Scientist, audiological",1963-06-13,df0c395c925fb06d8edbdc6c2c9af223,1335252521,41.550991,-110.98443799999998,0
290659,2019-05-23 06:57:37,3562264947797243,fraud_Donnelly PLC,misc_net,110.82,Anthony,Velasquez,M,609 Hunt Grove,Saint Francis,KY,40062,37.6047,-85.4251,301,"Research officer, political party",1967-03-17,d4ca5c5df502a185146722a6b5e064f7,1337756257,38.463923,-85.661765,0
293111,2019-05-24 12:46:28,6547670341037171,fraud_Effertz LLC,entertainment,10.29,Bryce,Joseph,M,148 Baker Field,Chester Heights,PA,19017,39.8839,-75.4669,348,Management consultant,1945-05-05,cf55f6b91b0b00a00ed8eb86547fdcfd,1337863588,39.342684000000006,-74.785315,0
1012788,2020-02-21 23:44:52,6534628260579800,"fraud_Watsica, Haag and Considine",shopping_pos,1.83,Christine,Harris,F,29606 Martinez Views Suite 653,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,1998-03-19,ce1a7cee29177b34acaefc8fe05077cf,1361490292,43.565766,-74.052727,0
1068231,2020-03-19 13:43:17,4003771737807706,fraud_Renner Ltd,home,97.82,Danielle,Hayden,F,03368 Michelle Trail,Gregory,AR,72059,35.1791,-91.2594,37,"Lecturer, further education",1958-01-01,f5a0f10c6bc37afda9ac2165f702c2c1,1363700597,35.443723,-90.398209,0
1021020,2020-02-26 05:39:09,2720012583106919,fraud_Kassulke PLC,shopping_net,72.88,Joseph,Murray,M,42933 Ryan Underpass,Manderson,SD,57756,43.3526,-102.5411,1126,Volunteer coordinator,1980-08-18,ace2fe7ca1204b2ecb586b8398da303d,1361857149,42.531707,-103.053978,0
1011598,2020-02-21 04:57:23,676372984911,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,110.59,Vicki,Mendoza,F,3645 Atkins Island Apt. 238,Esbon,KS,66941,39.7562,-98.4462,242,Tourism officer,1987-07-18,3b1b8781a36eaa6ae7df3b0840369355,1361422643,40.250126,-98.304429,0
1205728,2020-05-18 23:41:56,5152054598359927,"fraud_Nitzsche, Kessler and Wolff",shopping_pos,7.32,Jim,Johnson,M,868 Brady Mill Apt. 837,Gretna,LA,70056,29.8872,-90.0331,55581,Biomedical scientist,1972-09-12,06aedcc3d2ba9a6488d57d61b9e2a04d,1368920516,29.164705,-89.750056,0
810983,2019-12-07 06:14:09,4302475216404898,fraud_Stiedemann Inc,misc_pos,4.3,Daniel,Cain,M,384 Newman Forks Apt. 370,Belmond,IA,50421,42.8511,-93.62,3032,Community pharmacist,1964-08-08,3ba1be5ebe3514dfffea88140ff4e424,1354860849,43.584231,-94.355526,0
1049401,2020-03-10 21:27:06,213161869125933,fraud_Roob-Okuneva,health_fitness,4.55,Monica,Lane,F,3270 Scott Islands,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,1970-04-17,b0d550006da6c968fbd9e775e6e0dcca,1362950826,45.252337,-71.243817,0
250061,2019-05-05 07:26:39,5540636818935089,fraud_Donnelly PLC,misc_net,65.49,Kenneth,Foster,M,329 Michael Extension,Lawrence,MA,1843,42.6911,-71.1605,76383,Geoscientist,1985-04-04,099ef19b933dc30b2c775912367179ef,1336202799,43.488604,-70.185582,0
1192659,2020-05-12 21:41:14,4099707841315751,fraud_Abshire PLC,entertainment,89.96,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,b03c45c7988ad183960004925a7d598b,1368394874,37.731205,-77.940113,0
17239,2019-01-11 07:54:11,6011252220172077,fraud_Spinka-Welch,grocery_net,43.53,Melvin,Wright,M,210 Dean Causeway Suite 130,Alton,IA,51003,42.9782,-96.0173,1700,"Engineer, land",2001-12-19,5ef1e7fb7e684a3df36abfd3ef638bc0,1326268451,42.880342,-96.153439,0
605640,2019-09-14 18:26:04,30199621383748,fraud_Cormier LLC,shopping_net,2.62,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,1977-03-23,08027996e65e32177abf28f2e30e4b3a,1347647164,33.981189,-95.350046,0
1257264,2020-06-07 14:54:33,3590736522064285,fraud_Conroy-Emard,food_dining,13.04,Kimberly,Gonzalez,F,72966 Shannon Pass Apt. 391,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",1975-12-20,d8286aa3faf5c1bf61c932c681af619b,1370616873,34.352447,-91.776984,0
1285243,2020-06-16 16:13:54,213186334552049,fraud_Ziemann-Waters,health_fitness,26.98,Andrea,Perkins,F,37426 Olson Villages,Irvine,PA,16329,41.8117,-79.2643,528,Chief Marketing Officer,1972-09-13,5ad2d44502df0919d936e68153fb4cfb,1371399234,41.902811,-80.062206,0
977442,2020-02-01 05:33:39,4427805710168,fraud_Sporer Inc,gas_transport,58.26,Michelle,Rodriguez,F,1742 Brandon Squares Apt. 461,Ruidoso,NM,88355,33.3305,-105.6933,8874,Licensed conveyancer,2000-08-16,fc40a27a557a61bb54f7b6a7fa012e16,1359696819,33.594357,-106.599381,0
182136,2019-04-05 11:26:51,2348245054386329,fraud_Mayert Group,shopping_pos,2.39,Justin,Gay,M,268 Hayes Rue Suite 811,Harborcreek,PA,16421,42.1767,-79.9416,2518,Event organiser,1946-02-02,842dae38e8ab226c2745c2f43dad0b18,1333625211,42.723132,-80.80054200000001,0
1045597,2020-03-09 17:27:10,3576431665303017,"fraud_Altenwerth, Cartwright and Koss",shopping_net,9.26,Jessica,Ward,F,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,1981-10-24,6de4ade41ff8122c930bf17a00955343,1362850030,34.328503999999995,-111.534684,0
558392,2019-08-26 02:18:53,30561214688470,fraud_Kling Inc,gas_transport,61.79,Gina,Morrison,F,41851 Victor Drives Suite 219,Allentown,PA,18103,40.5891,-75.4645,166081,"Scientist, research (maths)",1998-10-01,bb8e0c1c2e928480fa39ed78fa8807ef,1345947533,40.144599,-76.20331,0
1160110,2020-04-28 16:11:51,4826655832045236,fraud_Connelly PLC,food_dining,6.91,Tami,Forbes,F,5204 Robinson Plaza Suite 897,Barnstable,MA,2630,41.6983,-70.3001,1850,Counselling psychologist,1963-12-29,d3ed6eecc4e3ac71eaec60d6faa3a947,1367165511,41.317699,-70.315588,0
915125,2019-12-29 21:40:46,377026671291680,"fraud_Zboncak, Rowe and Murazik",shopping_net,6.35,Jackie,Davis,F,1898 Parker Fork Apt. 057,Redford,MO,63665,37.3272,-91.0243,241,Investment analyst,1974-10-27,8c25566bdc7d4e4300dc643708495220,1356817246,36.734596,-91.667328,0
1098477,2020-04-01 13:58:20,2288813824604479,fraud_Schoen-Quigley,kids_pets,27.76,Barbara,Norman,F,6278 Stephanie Unions,New York City,NY,10039,40.8265,-73.9383,1577385,Herbalist,1981-08-29,cd4538fa1056abdb92803589147886cf,1364824700,40.427686,-73.9504,0
252272,2019-05-05 22:42:54,213199865312311,"fraud_Torp, Muller and Borer",health_fitness,73.58,Christopher,Miller,M,493 Fitzgerald Fields Suite 454,Varnell,GA,30756,34.9298,-84.9885,74,Pensions consultant,1944-05-14,ad54fad3c696b1f246f521fd212be0f5,1336257774,35.688678,-84.874234,0
585936,2019-09-05 20:09:33,4671727014157745,fraud_Hamill-D'Amore,health_fitness,26.12,Kenneth,Edwards,M,3653 Ryan Crossroad,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,1955-07-25,323e5b0850354a87bd3837b89468046f,1346875773,39.950484,-85.76779599999999,0
159149,2019-03-25 14:46:42,371226440126102,fraud_McGlynn-Heathcote,misc_net,69.05,Stacy,Lambert,F,85430 Julie Trafficway Suite 792,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,1974-12-24,0207ef07a840501faaaff5c566d0345b,1332686802,38.181347,-89.066057,0
268289,2019-05-12 23:25:17,180048185037117,fraud_Conroy Ltd,shopping_pos,1.43,Mary,Wall,F,2481 Mills Lock,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,526a71690c855626cdea96b4607db28f,1336865117,40.948126,-74.089109,0
471270,2019-07-26 22:34:28,4255397449664185994,fraud_White and Sons,home,40.52,George,Smith,M,7377 Walton Extensions Apt. 979,Dallas,TX,75236,32.69,-96.9177,1263321,"Designer, interior/spatial",1952-09-27,d5d35489ad2214a1b4d53382190bb187,1343342068,31.881082,-97.63932,0
1191227,2020-05-12 12:35:00,4836998673805450,fraud_Thompson-Gleason,health_fitness,57.64,Susan,Hardy,F,516 Brown Parks,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,1979-04-12,30f85ca369bc9106dd1e650e74b403fb,1368362100,46.299689,-85.726454,0
1006432,2020-02-17 14:16:17,4377338765909719,"fraud_Koss, McLaughlin and Mayer",food_dining,1.45,Nicholas,Mcmahon,M,2123 Jonathan Falls Suite 753,Heiskell,TN,37754,36.115,-84.0438,4729,"Geologist, wellsite",1982-04-19,787e76fed743d111b198b7cbc5234079,1361110577,36.637393,-83.23664000000001,0
366050,2019-06-18 18:28:43,4670613943676271,"fraud_Hermiston, Pacocha and Smith",health_fitness,182.37,Bianca,Novak,F,0953 David Skyway,Cuthbert,GA,39840,31.7706,-84.7936,5726,Fitness centre manager,1947-08-14,cc717dcd594dab731932f0136475a0cb,1340044123,31.035903,-84.44622199999999,0
53337,2019-02-01 15:06:17,3518758680062249,fraud_Kihn-Schuster,food_dining,7.27,Antonio,Koch,M,8738 Richard Brooks,Moab,UT,84532,38.5677,-109.5271,9772,Location manager,1989-11-24,02f603dfe53495345c14ede111c4ea98,1328108777,38.889961,-109.873964,0
658098,2019-10-07 06:12:09,2703186189652095,fraud_Stracke-Lemke,grocery_pos,174.89,Jennifer,Banks,F,561 Perry Cove,Moravian Falls,NC,28654,36.0788,-81.1781,3495,"Psychologist, counselling",1988-03-09,c575bd615136486f2881797f77e12a70,1349590329,36.09586,-81.238375,0
710800,2019-10-30 15:55:44,6011652924285713,fraud_Windler LLC,kids_pets,11.6,Kathryn,Smith,F,19838 Tonya Prairie Apt. 947,Rocky Mount,MO,65072,38.2911,-92.7059,1847,Tax inspector,1988-10-26,e93157244e7f9742d270755ba0453afd,1351612544,37.494164000000005,-92.59528,0
1018288,2020-02-24 12:31:03,4181833256558613886,fraud_Stoltenberg-Beatty,shopping_pos,8.53,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,16b38818608398f267147262b054b260,1361709063,35.853471,-106.282234,0
695619,2019-10-24 01:59:46,4710826438164847414,fraud_Kihn Inc,shopping_pos,1.04,Juan,Henry,M,9795 Lori Island Suite 346,Turner,MT,59542,48.8328,-108.3961,192,Further education lecturer,1964-01-04,b775057682d4699c7bf8d13102272703,1351043986,48.304396,-107.572299,0
656070,2019-10-06 15:21:06,376656886990758,fraud_Schulist Ltd,food_dining,82.83,Richard,Vance,M,169 Shelia Knoll Suite 753,Zavalla,TX,75980,31.1569,-94.3871,2836,"Designer, jewellery",1985-12-03,01bb37b6d6268813ff37c37231b817fd,1349536866,31.54038,-94.658662,0
1161663,2020-04-29 06:51:38,30199621383748,fraud_Flatley Group,misc_pos,47.27,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,1977-03-23,6655464006c9562d2764077acdbe451e,1367218298,33.320649,-95.604938,0
406661,2019-07-03 14:32:32,4671727014157745,fraud_Reilly and Sons,health_fitness,117.48,Kenneth,Edwards,M,3653 Ryan Crossroad,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,1955-07-25,242caeabc48f763d2104de8300942531,1341325952,39.944509,-86.120864,0
590141,2019-09-07 19:21:24,36722699017270,"fraud_Schoen, Nienow and Bauch",personal_care,84.82,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,85173,33.2887,-111.0985,2872,Petroleum engineer,1987-10-28,cc2a79f1b35a3e0408363905a32cbd91,1347045684,33.380684,-111.509951,0
145479,2019-03-19 14:45:00,4102003771126577611,"fraud_Quitzon, Green and Bashirian",shopping_pos,4.98,William,Fitzgerald,M,715 Courtney Pike Suite 932,Keller,TX,76248,32.9276,-97.2489,95035,Probation officer,1987-06-13,e21143707de0181b5469b85004017466,1332168300,33.7921,-97.879675,0
285132,2019-05-20 11:09:03,3562264947797243,fraud_Kassulke PLC,shopping_net,53.82,Anthony,Velasquez,M,609 Hunt Grove,Saint Francis,KY,40062,37.6047,-85.4251,301,"Research officer, political party",1967-03-17,15f4b5cd4044d33f389907b57c3e7fc2,1337512143,38.022833,-85.293126,0
807707,2019-12-06 12:15:03,5456776410929288,fraud_Medhurst Inc,home,11.82,Taylor,Khan,F,658 Diane Glen Apt. 677,North Washington,PA,16048,41.0472,-79.8089,139,Patent attorney,1954-05-25,dc1786c5f9ffda44e5659c05e3776a2d,1354796103,41.595609,-80.455292,0
1094259,2020-03-30 21:47:55,4710826438164847414,"fraud_Hermiston, Pacocha and Smith",health_fitness,200.15,Juan,Henry,M,9795 Lori Island Suite 346,Turner,MT,59542,48.8328,-108.3961,192,Further education lecturer,1964-01-04,2cf4ec63a1d7100e04f882bb25162d99,1364680075,49.117801,-108.79611,0
760638,2019-11-21 22:38:19,3598014571045296,"fraud_Kling, Howe and Schneider",home,21.91,Lisa,Clark,F,07943 Davis River,Grimesland,NC,27837,35.558,-77.2566,5903,Manufacturing systems engineer,1993-10-07,4575902309d326336b2191146beac56d,1353537499,34.907882,-77.599964,0
831227,2019-12-11 03:46:56,5596347693144598,"fraud_Stroman, Hudson and Erdman",gas_transport,71.64,Joseph,Moody,M,5901 Foster Pine,Kenner,LA,70062,29.9912,-90.2479,68211,"Engineer, petroleum",1941-04-23,95db241e89aa58566b8f758fbfa4bc3d,1355197616,29.219596000000003,-90.170371,0
776631,2019-11-29 00:47:38,345933964507467,fraud_Cummerata-Jones,gas_transport,78.55,Carol,Dillon,F,27479 Reeves Dale,Whaleyville,MD,21872,38.4121,-75.2811,718,Regulatory affairs officer,1985-03-19,8892f76d057bef5d914e0df79ac0fc6c,1354150058,39.079642,-75.508235,0
260736,2019-05-10 02:21:56,3573386445588324,fraud_Goyette Inc,shopping_net,38.73,Stephanie,Murphy,F,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,1969-10-30,438ce1201062a18b75f3c61fe2383e74,1336616516,45.18182,-97.986881,0
81399,2019-02-17 22:46:15,570273151375,fraud_Schmidt-Larkin,home,44.05,Peter,Edwards,M,96122 Steven Flat,Allentown,GA,31003,32.6064,-83.2095,112,"Lecturer, higher education",1965-02-03,74b1f53a52b3d1b1fcfa7c5cfed94841,1329518775,33.506602,-82.784408,0
1104026,2020-04-04 17:41:35,4623560839669,fraud_Crona and Sons,kids_pets,22.24,Vincent,Waller,M,9379 Vanessa Run Apt. 400,Lohrville,IA,51453,42.2619,-94.5566,695,Administrator,1954-07-15,a4c3db4c6f5da438249ad85ddbf58b00,1365097295,41.690108,-93.584278,0
31076,2019-01-19 15:19:27,4839615922685395,fraud_Schroeder Group,health_fitness,24.47,Phillip,Robertson,M,85344 Smith Gateway Apt. 280,Harrodsburg,IN,47434,39.013000000000005,-86.5457,76,Social researcher,1955-05-06,2a7f3504e103e6d47b71b80632c2acc2,1326986367,38.92246,-85.772124,0
814989,2019-12-07 23:15:10,3589289942931264,"fraud_Parisian, Schiller and Altenwerth",misc_net,17.8,Paula,Estrada,F,350 Stacy Glens,Spencer,SD,57374,43.7557,-97.5936,343,"Development worker, international aid",1972-03-05,04f4c080a08b78f0951c148229c93281,1354922110,43.079633,-96.859134,0
314849,2019-06-01 08:33:58,3576021480694169,fraud_Cummings LLC,gas_transport,73.94,Dawn,Gray,F,9486 Joel Common Suite 554,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,2004-12-30,7beaaec5644a7b0293a6eb82709b8fb2,1338539638,39.420456,-95.053841,0
591247,2019-09-08 04:43:49,4025612008285111,fraud_Prohaska-Murray,gas_transport,56.95,Krystal,Key,F,23142 Montoya Island Apt. 742,Corsica,PA,15829,41.1762,-79.1976,1274,Maintenance engineer,1949-03-20,5c5a6ff21dce14b46754c0596af24256,1347079429,41.548867,-78.36914200000001,0
